,user_id,dt,condition,id_int,puzzle_cnt,phase,chosen_graph,diff,greedy_solve,greedy_first_v,mis_size,prob,vertices,edges,intersects,valid_sols,success,success_fine,collisions,cumu_success,cumu_fail,cumu_quickfail,cumu_timeout,cumu_success_avg,cumu_fail_avg,has_success,has_fail,has_timeout,avg_success_diff,avg_fail_diff,avg_timeout_diff,time,clicks,selected,cnt_set,cnt_unset,cnt_reset,max_is,cnt_correct,cnt_incorrect,cnt_neutral
10,static-inc:1,1666604239260.0,static-inc,30,7,train,140,51.37255950788981,True,True,5,0.3739,12,26,11,2,True,success,0,5,1,1,0,0.7142857142857143,0.14285714285714285,1,1,0,52.36248960165011,69.83363148479428,0,17.852,5,5,5,0,0,5,5,0,0
11,self-det:2,1666604234449.0,self-det,1,2,pre-test,303,69.83363148479428,False,True,6,0.2236,15,28,6,3,False,blunder,3,0,1,1,0,0.0,0.5,0,1,0,0,83.8921568627451,0,35.342,14,6,10,4,0,5,0,1,13
12,self-det:2,1666604271841.0,self-det,1,3,pre-test,302,40.168410805548795,True,True,5,0.4109,10,18,2,1,True,success,0,0,2,1,0,0.0,0.6666666666666666,0,1,0,0,76.86289417376969,0,23.032,7,5,6,1,0,5,6,1,0
13,static-inc:2,1666604248459.0,static-inc,31,3,pre-test,301,40.25320317266626,False,False,5,0.3278,10,15,1,1,True,success,0,0,2,0,0,0.0,0.6666666666666666,0,1,0,0,76.70648015303682,0,51.784,7,5,6,1,0,5,6,1,0
14,static-inc:1,1666604258455.0,static-inc,30,8,train,168,54.16902457185406,True,True,6,0.5372,14,29,13,6,True,success,0,6,1,1,0,0.75,0.125,1,1,0,52.19750125269007,69.83363148479428,0,51.238,12,6,9,3,0,6,6,1,5
15,self-det:1,1666604223990.0,self-det,0,2,pre-test,303,69.83363148479428,False,True,6,0.2236,15,28,6,3,False,time,1,1,0,0,0,0.5,0.0,1,0,0,40.25320317266626,0,0,90,35,5,20,15,0,5,0,1,34
16,self-det:2,1666604302658.0,self-det,1,4,train,78,64.94240837696336,True,True,6,0.2865,14,30,15,2,False,blunder,2,1,2,1,0,0.25,0.5,1,1,0,40.168410805548795,76.86289417376969,0,23.314,6,6,6,0,0,5,4,1,1
17,static-inc:2,1666604304004.0,static-inc,31,4,train,154,42.14330287497214,False,False,5,0.4487,12,19,5,5,False,blunder,0,1,2,0,0,0.25,0.5,1,1,0,40.25320317266626,76.70648015303682,0,27.301,4,4,4,0,0,4,2,1,1
18,self-det:1,1666604315413.0,self-det,0,3,pre-test,306,83.8921568627451,True,True,7,0.1632,15,26,8,1,False,blunder,2,1,0,0,1,0.3333333333333333,0.0,1,0,1,40.25320317266626,0,69.83363148479428,23.732,9,7,8,1,0,5,2,1,6
19,static-inc:1,1666604311063.0,static-inc,30,9,train,151,55.54930082466834,True,True,7,0.5578,15,28,14,6,True,success,0,7,1,1,0,0.7777777777777778,0.1111111111111111,1,1,0,52.47914744114206,69.83363148479428,0,33.113,9,7,8,1,0,7,8,1,0
20,self-det:2,1666604330027.0,self-det,1,5,train,163,65.0,True,True,6,0.4,15,35,21,6,False,blunder,3,1,3,1,0,0.2,0.6,1,1,0,40.168410805548795,72.88939890816758,0,23.259,6,6,6,0,0,2,1,1,4
21,self-det:2,1666604360822.0,self-det,1,6,train,39,54.53125,True,True,6,0.3072,13,22,11,2,True,success,0,1,4,1,0,0.16666666666666666,0.6666666666666666,1,1,0,40.168410805548795,70.91704918112569,0,24.233,8,6,7,1,0,6,7,1,0
22,static-inc:1,1666604346081.0,static-inc,30,10,train,67,58.834616795012835,True,True,7,0.5454,16,30,15,8,True,success,0,8,1,1,0,0.8,0.1,1,1,0,52.86291661408285,69.83363148479428,0,50.893,11,7,9,2,0,7,9,2,0
23,static-inc:2,1666604335763.0,static-inc,31,5,train,16,46.11876388608362,True,True,6,0.4951,13,21,2,4,False,blunder,3,1,3,0,0,0.2,0.6,1,1,0,40.25320317266626,65.18542106034859,0,77.522,10,6,8,2,0,3,5,3,2
24,self-det:2,1666604387341.0,self-det,1,7,train,138,54.72731173567904,True,True,5,0.4661,13,31,21,4,False,blunder,2,2,4,1,0,0.2857142857142857,0.5714285714285714,1,1,0,47.3498304027744,70.91704918112569,0,59.953,13,5,9,4,0,3,0,1,12
25,self-det:1,1666604377407.0,self-det,0,4,train,163,65.0,True,True,6,0.4,15,35,21,6,False,time,0,1,1,0,1,0.25,0.25,1,1,1,40.25320317266626,83.8921568627451,69.83363148479428,90,37,5,21,16,0,6,8,7,22
26,static-inc:2,1666604416286.0,static-inc,31,6,train,34,49.13197636244255,False,True,6,0.4569,13,23,4,3,True,success,0,1,4,0,0,0.16666666666666666,0.6666666666666666,1,1,0,40.25320317266626,60.41875676678235,0,47.158,6,6,6,0,0,6,6,0,0
27,self-det:2,1666604449491.0,self-det,1,8,train,162,54.75277828384041,True,True,7,0.5489,16,26,7,9,True,success,0,2,5,1,0,0.25,0.625,1,1,0,47.3498304027744,67.67910169203637,0,33.056,9,7,8,1,0,7,8,1,0
28,static-inc:1,1666604398539.0,static-inc,30,11,train,61,61.138260432378075,True,True,5,0.1989,12,24,9,1,False,time,1,9,1,1,0,0.8181818181818182,0.09090909090909091,1,1,0,53.526438856408404,69.83363148479428,0,90,23,5,14,9,0,4,0,1,22
29,static-inc:2,1666604466482.0,static-inc,31,7,train,94,51.562814070351756,True,True,6,0.4776,14,25,8,5,False,blunder,3,2,4,0,0,0.2857142857142857,0.5714285714285714,1,1,0,44.69258976755441,60.41875676678235,0,35.462,6,6,6,0,0,3,3,1,2
30,self-det:3,1666604464833.0,self-det,2,1,pre-test,301,40.25320317266626,False,False,5,0.3278,10,15,1,1,False,blunder,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,41.812,13,5,9,4,0,4,0,1,12
31,static-inc:1,1666604490123.0,static-inc,30,12,train,95,63.832935560859184,False,False,5,0.1676,12,22,7,1,False,blunder,1,9,1,1,1,0.75,0.08333333333333333,1,1,1,53.526438856408404,69.83363148479428,61.138260432378075,21.546,5,5,5,0,0,4,0,1,4
32,self-det:2,1666604485363.0,self-det,1,9,train,145,54.761726078799256,True,True,6,0.3198,13,23,7,2,True,success,0,3,5,1,0,0.3333333333333333,0.5555555555555556,1,1,0,49.81747969646307,67.67910169203637,0,29.629,6,6,6,0,0,6,6,0,0
33,self-det:3,1666604508963.0,self-det,2,2,pre-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,True,success,0,0,1,0,0,0.0,0.5,0,1,0,0,40.25320317266626,0,35.452,6,6,6,0,0,6,6,0,0
34,static-inc:2,1666604505365.0,static-inc,31,8,train,46,53.70500076464291,True,True,7,0.6539,16,27,8,14,False,blunder,1,2,5,0,0,0.25,0.625,1,1,0,44.69258976755441,58.64756822749623,0,40.755,9,7,8,1,0,5,5,2,2
35,self-det:2,1666604518727.0,self-det,1,10,train,62,54.618213157138754,True,True,6,0.6962,15,31,20,10,True,success,0,4,5,1,0,0.4,0.5,1,1,0,51.053541292047115,67.67910169203637,0,39.793,8,6,7,1,0,6,7,1,0
36,self-det:1,1666604468059.0,self-det,0,5,train,168,54.16902457185406,True,True,6,0.5372,14,29,13,6,False,time,0,1,1,0,2,0.2,0.2,1,1,1,40.25320317266626,83.8921568627451,67.41681574239715,90,4,4,4,0,0,4,0,1,3
37,static-inc:1,1666604513336.0,static-inc,30,13,train,107,68.20747338692158,False,True,7,0.4603,17,36,17,10,True,success,0,9,2,1,1,0.6923076923076923,0.15384615384615385,1,1,1,53.526438856408404,66.83328352282673,61.138260432378075,59.111,13,7,10,3,0,7,6,1,6
38,self-det:1,1666604566920.0,self-det,0,6,train,90,44.09752547307133,True,True,5,0.5496,12,23,5,4,True,success,0,1,1,0,3,0.16666666666666666,0.16666666666666666,1,1,1,40.25320317266626,83.8921568627451,63.00088535221612,11.226,5,5,5,0,0,5,5,0,0
39,self-det:1,1666604582666.0,self-det,0,7,train,125,44.074197120708746,False,True,5,0.4515,11,22,8,2,False,quick_blunder,1,2,1,0,3,0.2857142857142857,0.14285714285714285,1,1,1,42.175364322868795,83.8921568627451,63.00088535221612,8.35,5,5,5,0,0,4,4,1,0
40,self-det:1,1666604595548.0,self-det,0,8,train,182,43.25556733828208,True,True,5,0.3772,11,19,3,2,True,success,0,2,2,1,3,0.25,0.25,1,1,1,42.175364322868795,63.98317699172692,63.00088535221612,8.035,5,5,5,0,0,5,5,0,0
41,self-det:2,1666604563797.0,self-det,1,11,train,141,63.8310502283105,False,True,7,0.3066,15,26,12,3,False,blunder,3,5,5,1,0,0.45454545454545453,0.45454545454545453,1,1,0,51.76647566506544,67.67910169203637,0,49.52,13,7,10,3,0,5,1,1,11
42,self-det:1,1666604605222.0,self-det,0,9,train,133,52.62022090059473,False,True,5,0.4708,13,29,17,4,False,quick_blunder,1,3,2,1,3,0.3333333333333333,0.2222222222222222,1,1,1,42.535431994673225,63.98317699172692,63.00088535221612,10.673,5,5,5,0,0,2,1,1,3
43,static-inc:2,1666604549532.0,static-inc,31,9,train,175,55.898641588296755,False,False,6,0.2871,13,22,3,2,False,blunder,1,2,6,0,0,0.2222222222222222,0.6666666666666666,1,1,0,44.69258976755441,57.82380698368735,0,66.917,8,6,7,1,0,5,1,1,6
44,self-det:3,1666604546842.0,self-det,2,3,pre-test,305,83.61370716510903,False,True,7,0.1605,15,25,4,1,True,success,0,1,1,0,0,0.3333333333333333,0.3333333333333333,1,1,0,69.52080344332855,40.25320317266626,0,80.11,25,7,16,9,0,7,9,3,13
45,self-det:1,1666604617261.0,self-det,0,10,train,29,61.18450826805918,True,True,7,0.5745,17,32,19,16,False,quick_blunder,1,3,3,2,3,0.3,0.3,1,1,1,42.535431994673225,60.19552496134952,63.00088535221612,17.241,7,7,7,0,0,4,4,1,2
46,static-inc:2,1666604619282.0,static-inc,31,10,train,67,58.834616795012835,True,True,7,0.5454,16,30,15,8,False,blunder,2,2,7,0,0,0.2,0.7,1,1,0,44.69258976755441,57.548783355774404,0,28.206,11,7,9,2,0,6,7,3,1
47,static-inc:1,1666604576742.0,static-inc,30,14,train,68,72.51676528599606,False,True,7,0.2028,15,23,3,2,False,time,0,10,2,1,1,0.7142857142857143,0.14285714285714285,1,1,1,54.994542309459725,66.83328352282673,61.138260432378075,90,22,6,14,8,0,6,0,1,21
48,self-det:2,1666604615363.0,self-det,1,12,train,95,63.832935560859184,False,False,5,0.1676,12,22,7,1,False,blunder,1,5,6,1,0,0.4166666666666667,0.5,1,1,0,51.76647566506544,67.03775978141539,0,54.145,19,5,12,7,0,4,0,1,18
49,self-det:2,1666604671971.0,self-det,1,13,train,25,63.817204301075265,True,True,7,0.372,16,29,11,5,False,quick_blunder,4,5,7,1,0,0.38461538461538464,0.5384615384615384,1,1,0,51.76647566506544,66.57992774990736,0,11.875,7,7,7,0,0,3,2,1,4
50,static-inc:2,1666604650625.0,static-inc,31,11,train,48,60.71989613761765,True,True,7,0.3081,15,23,6,3,False,blunder,2,2,8,0,0,0.18181818181818182,0.7272727272727273,1,1,0,44.69258976755441,57.70951253567921,0,33.343,11,7,9,2,0,4,5,2,4
51,self-det:1,1666604640221.0,self-det,0,11,train,74,60.96351197263398,True,True,7,0.4385,16,29,8,6,False,blunder,1,3,4,3,3,0.2727272727272727,0.36363636363636365,1,1,1,42.535431994673225,60.442770788026934,63.00088535221612,57.935,21,7,14,7,0,5,0,1,20
52,self-det:2,1666604685677.0,self-det,1,14,train,130,55.393442622950815,False,True,7,0.427,16,23,8,9,True,success,0,5,8,2,0,0.35714285714285715,0.5714285714285714,1,1,0,51.76647566506544,66.23458731880334,0,22.599,11,7,9,2,0,7,9,2,0
53,static-inc:1,1666604668001.0,static-inc,30,15,train,190,78.45248029670839,False,True,7,0.2157,16,30,8,2,True,success,0,10,2,1,2,0.6666666666666666,0.13333333333333333,1,1,1,54.994542309459725,66.83328352282673,66.82751285918707,42.411,9,7,8,1,0,7,8,1,0
54,self-det:3,1666604638477.0,self-det,2,4,train,163,65.0,True,True,6,0.4,15,35,21,6,False,blunder,1,2,1,0,0,0.5,0.25,1,1,0,76.56725530421879,40.25320317266626,0,70.777,18,6,12,6,0,4,3,3,12
55,static-inc:4,1666604710561.0,static-inc,33,1,pre-test,306,83.8921568627451,True,True,7,0.1632,15,26,8,1,True,success,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,15.012,7,7,7,0,0,7,7,0,0
56,self-det:2,1666604710285.0,self-det,1,15,train,151,55.54930082466834,True,True,7,0.5578,15,28,14,6,True,success,0,6,8,2,0,0.4,0.5333333333333333,1,1,0,52.37097015804634,66.23458731880334,0,25.701,7,7,7,0,0,7,7,0,0
57,self-det:1,1666604703574.0,self-det,0,12,train,103,61.32032854209446,True,True,6,0.487,15,34,22,7,True,success,0,3,5,3,3,0.25,0.4166666666666667,1,1,1,42.535431994673225,60.54691902494834,63.00088535221612,31.093,12,6,9,3,0,6,4,1,7
58,static-inc:4,1666604729742.0,static-inc,33,2,pre-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,False,quick_blunder,1,1,0,0,0,0.5,0.0,1,0,0,83.8921568627451,0,0,9.714,6,6,6,0,0,5,1,1,4
59,static-inc:1,1666604722399.0,static-inc,30,16,post-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,True,success,0,11,2,1,2,0.6875,0.125,1,1,1,57.12708212648233,66.83328352282673,66.82751285918707,25.865,6,6,6,0,0,6,6,0,0
60,self-det:3,1666604715347.0,self-det,2,5,train,9,64.96878901373283,True,True,6,0.2403,13,27,6,1,True,success,0,2,2,0,0,0.4,0.4,1,1,0,76.56725530421879,52.62660158633313,0,32.566,8,6,7,1,0,6,5,1,2
61,static-inc:4,1666604742943.0,static-inc,33,3,pre-test,302,40.168410805548795,True,True,5,0.4109,10,18,2,1,True,success,0,1,1,1,0,0.3333333333333333,0.3333333333333333,1,1,0,83.8921568627451,69.52080344332855,0,10.06,5,5,5,0,0,5,5,0,0
62,self-det:2,1666604741214.0,self-det,1,16,post-test,301,40.25320317266626,False,False,5,0.3278,10,15,1,1,True,success,0,7,8,2,0,0.4375,0.5,1,1,0,52.8250173961352,66.23458731880334,0,19.471,5,5,5,0,0,5,5,0,0
63,static-inc:1,1666604749826.0,static-inc,30,17,post-test,302,40.168410805548795,True,True,5,0.4109,10,18,2,1,True,success,0,12,2,1,2,0.7058823529411765,0.11764705882352941,1,1,1,58.15989223621951,66.83328352282673,66.82751285918707,20.835,5,5,5,0,0,5,5,0,0
64,static-inc:4,1666604764197.0,static-inc,33,4,train,27,41.6043710204784,True,True,5,0.5811,12,21,6,5,False,quick_blunder,1,2,1,1,0,0.5,0.25,1,1,0,62.03028383414694,69.52080344332855,0,8.395,5,5,5,0,0,4,4,1,0
65,self-det:3,1666604750588.0,self-det,2,6,train,138,54.72731173567904,True,True,5,0.4661,13,31,21,4,False,blunder,1,3,2,0,0,0.5,0.3333333333333333,1,1,0,72.70109987405681,52.62660158633313,0,21.006,5,5,5,0,0,4,4,1,0
66,self-det:1,1666604737986.0,self-det,0,13,train,80,60.297872340425535,False,True,7,0.5264,16,31,14,6,False,blunder,0,4,5,3,3,0.3076923076923077,0.38461538461538464,1,1,1,47.23165613152853,60.54691902494834,63.00088535221612,37.207,18,6,12,6,0,6,5,2,11
67,static-inc:2,1666604687348.0,static-inc,31,12,train,152,64.25192519251925,True,True,7,0.3636,16,29,9,4,False,time,1,2,9,0,0,0.16666666666666666,0.75,1,1,0,44.69258976755441,58.04399960256126,0,90,13,7,10,3,0,6,9,4,0
68,static-inc:4,1666604775806.0,static-inc,33,5,train,16,46.11876388608362,True,True,6,0.4951,13,21,2,4,True,success,0,2,2,2,0,0.4,0.4,1,1,0,62.03028383414694,55.56258723190348,0,10.973,6,6,6,0,0,6,6,0,0
69,self-det:2,1666604762576.0,self-det,1,17,post-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,False,blunder,1,8,8,2,0,0.47058823529411764,0.47058823529411764,1,1,0,51.25354061820158,66.23458731880334,0,27.705,6,6,6,0,0,1,1,1,4
70,static-inc:1,1666604772231.0,static-inc,30,18,post-test,305,83.61370716510903,False,True,7,0.1605,15,25,4,1,True,success,0,13,2,1,2,0.7222222222222222,0.1111111111111111,1,1,1,56.775932126167916,66.83328352282673,66.82751285918707,24.045,7,7,7,0,0,7,7,0,0
71,self-det:1,1666604779189.0,self-det,0,14,train,160,60.08620689655172,False,True,7,0.464,15,30,26,4,False,blunder,1,4,6,3,3,0.2857142857142857,0.42857142857142855,1,1,1,47.23165613152853,60.50541124419454,63.00088535221612,29.346,9,7,8,1,0,6,2,2,5
72,self-det:3,1666604775326.0,self-det,2,7,train,62,54.618213157138754,True,True,6,0.6962,15,31,20,10,True,success,0,3,3,0,0,0.42857142857142855,0.42857142857142855,1,1,0,72.70109987405681,53.326838302781766,0,39.074,8,6,7,1,0,6,7,1,0
73,self-det:2,1666604796581.0,self-det,1,18,post-test,305,83.61370716510903,False,True,7,0.1605,15,25,4,1,True,success,0,8,9,2,0,0.4444444444444444,0.5,1,1,0,51.25354061820158,66.59972244375058,0,27.639,9,7,8,1,0,7,7,1,1
74,self-det:1,1666604814446.0,self-det,0,15,train,20,59.94449188727583,True,True,7,0.4684,16,29,10,7,False,quick_blunder,1,4,7,3,3,0.26666666666666666,0.4666666666666667,1,1,1,47.23165613152853,60.445524908817,63.00088535221612,16.481,7,7,7,0,0,6,6,1,0
75,self-det:3,1666604818431.0,self-det,2,8,train,162,54.75277828384041,True,True,7,0.5489,16,26,7,9,True,success,0,4,3,0,0,0.5,0.375,1,1,0,68.1803781948273,53.326838302781766,0,34.039,7,7,7,0,0,7,7,0,0
76,static-inc:4,1666604788304.0,static-inc,33,6,train,34,49.13197636244255,False,True,6,0.4569,13,23,4,3,False,time,3,3,2,2,0,0.5,0.3333333333333333,1,1,0,56.72644385145917,55.56258723190348,0,86.985,26,6,16,10,0,5,1,2,23
77,static-inc:2,1666604781639.0,static-inc,31,13,train,107,68.20747338692158,False,True,7,0.4603,17,36,17,10,False,time,3,2,9,0,1,0.15384615384615385,0.6923076923076923,1,1,1,44.69258976755441,58.04399960256126,64.25192519251925,90,21,7,14,7,0,5,0,1,20
78,static-inc:4,1666604877300.0,static-inc,33,7,train,148,51.58524811739718,True,True,6,0.5179,14,26,6,6,True,success,0,3,2,2,1,0.42857142857142855,0.2857142857142857,1,1,1,56.72644385145917,55.56258723190348,49.13197636244255,19.024,6,6,6,0,0,6,6,0,0
79,static-inc:2,1666604875463.0,static-inc,31,14,train,68,72.51676528599606,False,True,7,0.2028,15,23,3,2,False,blunder,1,2,9,0,2,0.14285714285714285,0.6428571428571429,1,1,1,44.69258976755441,58.04399960256126,66.22969928972041,56.423,9,7,8,1,0,2,1,1,7
80,self-det:1,1666604851350.0,self-det,0,16,post-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,True,success,0,4,8,4,3,0.25,0.5,1,1,1,47.23165613152853,60.382895781124354,63.00088535221612,85.688,42,6,24,18,0,6,5,2,35
81,self-det:3,1666604856067.0,self-det,2,9,train,134,45.229132569558104,False,True,5,0.4888,12,23,4,4,False,time,0,5,3,0,0,0.5555555555555556,0.3333333333333333,1,1,0,65.49485821262992,53.326838302781766,0,90,8,4,6,2,0,4,6,2,0
82,static-inc:4,1666604897995.0,static-inc,33,8,train,72,54.265531726730046,True,True,6,0.4523,15,26,11,10,True,success,0,4,2,2,1,0.5,0.25,1,1,1,55.441144917943674,55.56258723190348,49.13197636244255,52.374,12,6,9,3,0,6,4,1,7
83,self-det:1,1666604940373.0,self-det,0,17,post-test,302,40.168410805548795,True,True,5,0.4109,10,18,2,1,True,success,0,5,8,4,3,0.29411764705882354,0.47058823529411764,1,1,1,51.689485593888534,60.382895781124354,63.00088535221612,9.517,5,5,5,0,0,5,5,0,0
84,self-det:1,1666604951247.0,self-det,0,18,post-test,305,83.61370716510903,False,True,7,0.1605,15,25,4,1,True,success,0,6,8,4,3,0.3333333333333333,0.4444444444444444,1,1,1,49.76930646249858,60.382895781124354,63.00088535221612,19.011,7,7,7,0,0,7,7,0,0
85,self-det:3,1666604948620.0,self-det,2,10,train,145,54.761726078799256,True,True,6,0.3198,13,23,7,2,True,success,0,5,3,0,1,0.5,0.3,1,1,1,65.49485821262992,53.326838302781766,45.229132569558104,22.91,6,6,6,0,0,6,6,0,0
86,self-det:3,1666604973669.0,self-det,2,11,train,144,45.23361034164358,True,True,5,0.5415,11,25,17,2,True,success,0,6,3,0,1,0.5454545454545454,0.2727272727272727,1,1,1,63.70600285699148,53.326838302781766,45.229132569558104,17.224,5,5,5,0,0,5,5,0,0
87,static-inc:2,1666604934867.0,static-inc,31,15,train,99,78.31834259727135,True,True,6,0.1979,15,33,18,2,False,blunder,4,2,10,0,2,0.13333333333333333,0.6666666666666666,1,1,1,44.69258976755441,59.49127617090473,66.22969928972041,78.788,20,6,13,7,0,3,0,1,19
88,static-inc:4,1666604951933.0,static-inc,33,9,train,175,55.898641588296755,False,False,6,0.2871,13,22,3,2,False,blunder,1,5,2,2,1,0.5555555555555556,0.2222222222222222,1,1,1,55.206022279700946,55.56258723190348,49.13197636244255,69.87,18,6,12,6,0,5,0,1,17
89,self-det:3,1666604993389.0,self-det,2,12,train,82,46.02954873936085,False,True,5,0.6227,12,26,9,4,False,blunder,2,7,3,0,1,0.5833333333333334,0.25,1,1,1,61.06708964051321,53.326838302781766,45.229132569558104,21.582,5,5,5,0,0,3,3,1,1
90,static-inc:2,1666605021385.0,static-inc,31,16,post-test,305,83.61370716510903,False,True,7,0.1605,15,25,4,1,False,blunder,5,2,11,0,2,0.125,0.6875,1,1,1,44.69258976755441,61.20282766421079,66.22969928972041,52.693,11,7,9,2,0,2,0,1,10
91,self-det:3,1666605026032.0,self-det,2,13,train,171,38.899029895070285,False,False,5,0.5051,11,18,2,4,True,success,0,7,4,0,1,0.5384615384615384,0.3076923076923077,1,1,1,61.06708964051321,51.50251591192654,45.229132569558104,68.99,11,5,8,3,0,5,6,1,4
92,static-inc:2,1666605079506.0,static-inc,31,17,post-test,303,69.83363148479428,False,True,6,0.2236,15,28,6,3,False,blunder,1,2,12,0,2,0.11764705882352941,0.7058823529411765,1,1,1,44.69258976755441,63.070400955952316,66.22969928972041,26.194,6,6,6,0,0,4,3,1,2
93,static-inc:4,1666605023826.0,static-inc,33,10,train,159,58.84938481120068,True,True,7,0.4714,16,28,13,10,False,time,1,5,3,2,1,0.5,0.3,1,1,1,55.206022279700946,55.674605350701235,49.13197636244255,88.776,11,7,9,2,0,6,2,1,8
94,self-det:3,1666605097847.0,self-det,2,14,train,10,39.35186002058521,True,True,5,0.6801,12,20,6,6,True,success,0,8,4,0,1,0.5714285714285714,0.2857142857142857,1,1,1,58.29608217233283,51.50251591192654,45.229132569558104,26.165,5,5,5,0,0,5,5,0,0
95,static-inc:4,1666605114259.0,static-inc,33,11,train,74,60.96351197263398,True,True,7,0.4385,16,29,8,6,True,success,0,5,3,2,2,0.45454545454545453,0.2727272727272727,1,1,1,55.206022279700946,55.674605350701235,53.99068058682161,33.471,9,7,8,1,0,7,8,1,0
96,static-inc:2,1666605108493.0,static-inc,31,18,post-test,302,40.168410805548795,True,True,5,0.4109,10,18,2,1,False,blunder,5,2,13,0,2,0.1111111111111111,0.7222222222222222,1,1,1,44.69258976755441,63.59064945817093,66.22969928972041,55.798,9,5,7,2,0,3,5,3,1
97,static-inc:4,1666605149801.0,static-inc,33,12,train,95,63.832935560859184,False,False,5,0.1676,12,22,7,1,False,quick_blunder,1,6,3,2,2,0.5,0.25,1,1,1,56.16560389518978,55.674605350701235,53.99068058682161,17.909,7,5,6,1,0,4,0,1,6
98,self-det:3,1666605126158.0,self-det,2,15,train,126,40.092562284051645,False,False,5,0.5499,12,19,3,7,False,blunder,0,9,4,0,1,0.6,0.26666666666666666,1,1,1,56.19116859991643,51.50251591192654,45.229132569558104,42.126,6,4,5,1,0,4,0,1,5
99,static-inc:4,1666605170205.0,static-inc,33,13,train,107,68.20747338692158,False,True,7,0.4603,17,36,17,10,True,success,0,6,4,3,2,0.46153846153846156,0.3076923076923077,1,1,1,56.16560389518978,57.71418790324073,53.99068058682161,16.653,7,7,7,0,0,7,7,0,0
100,static-inc:4,1666605188677.0,static-inc,33,14,train,65,72.28868841082581,True,True,7,0.2882,17,31,8,6,True,success,0,7,4,3,2,0.5,0.2857142857142857,1,1,1,57.885870965437185,57.71418790324073,53.99068058682161,12.148,7,7,7,0,0,7,7,0,0
101,self-det:3,1666605173564.0,self-det,2,16,post-test,303,69.83363148479428,False,True,6,0.2236,15,28,6,3,True,success,0,9,5,0,1,0.5625,0.3125,1,1,1,56.19116859991643,49.22052518635156,45.229132569558104,44.144,6,6,6,0,0,6,6,0,0
